META_ID,META_TITLE,SUB_TITLE,ENGL_TITLE,SNSS_CTS,CINE21_CTSC_NM,CINE21_COMT_CTSC
MM1000330071,왓 데이 해드,,What They Had,"“가족이란 뭘까요?”
저마다의 삶을 살다가 아픈 엄마로 하여금 오랜만에 온 가족이 모였다.
날카로운 신경전과 서로 상처 되는 말이 오가지만, 바로 지금이 우리가 대화하기 가장 좋을 때.
서로 사랑하고 있음을 표현할 완벽한 타이밍-",박평식|이용철,"가까운 타인, 동지애가 필요한 시간|크리스마스에 한번 더 보고 싶다"
MM1000330074,엔젤 해즈 폴른,,Angel Has Fallen,"비밀 경호국 최고 요원 ‘배닝’(제라드 버틀러)의 임무수행 중 '트럼불' 대통령(모건 프리먼)을 향한 의문의 사상 최대 규모의 드론 테러가 발생한다.
최악의 드론 테러 사건 후 '배닝'은 대통령 암살사건의 테러범으로 지목되고 국가 영웅은 한순간에 일급 수배자가 되어 FBI에게 쫓기게 되는데...
표적이 된 그가 다시 움직인다!
숨막히는 추격! 모두가 그를 쫓는다!",박평식|이용철,너덜너덜 기진맥진|좋은 대통령은 끝까지 지켜야
MM1000330252,더 컨덕터,,The Conductor,"뉴욕 필하모닉이 96년간 기다려온 최초의 마에스트라!
10그램의 지휘봉으로 세상의 편견을 뒤흔든 그녀의 인생을 담은 음악!
1927년 뉴욕, 최고의 지휘자가 꿈인 ‘윌리 월터스’(크리스탄 드 브루인)는 자신의 꿈을 폄하하고 만류하는 가족과 주변인들을 뒤로 한 채 음악학교에 들어가기 위해 수소문 끝에 피아노 수업을 받게 된다. 
그러나 자신이 입양아이며 본명이 ‘안토니아 브리코’라는 사실을 알게 되고 심지어 납득할 수 없는 이유로 스승에게 파문 당하면서 커다란 벽에 부딪치게 되는데…",김현수|박평식|이용철,"앞서간 자를 기억하라, 그것도 해야 할 일이다|자질구레한 사연에 얽매이면|정직하게 돌파해나가는 연출"
MM1000330411,알카트라즈: 죽음의 수용소,,Alcatraz,"누구두 탈출할 수 없다!	
탈출 불가능한 감옥 ‘알카트라즈’의 최연소 수감자가 된 클라렌스!
치밀한 계획 끝에 다른 일당과 함께 탈옥을 하려던 바로 그날, 밖으로 향하는 열쇠가 갑자기 사라진다. 
곧바로 서로 총을 겨누며 적이 되어버린 수감자들. 클라렌스는 죽음의 수용소에서 반드시 탈옥해야만 한다. 
",,
MM1000330551,캡티브 스테이트,,Captive State,"외계 세력이 지구를 침공한 지 10년 후, 모든 시스템을 점령한 그들은 인간에게 버그를 삽입하여 통제한다.
외계 세력에 협력하며 반란군을 색출하던 특수 경찰 ‘윌리엄 멀리건’은 저항 세력의 리더 ‘라파엘’의 동생 ‘가브리엘’을 감시하던 중 외계 정부를 전복시키려는 대규모 반란의 낌새를 알아채 게 되는데…
시스템을 유지하려는 세력 VS 반전을 계획하는 세력
인류 운명을 건 최후의 반격이 시작된다!",김성훈,외계인은 나오나 마나
MM1000330842,얼굴없는 보스,,The Faceless Boss,"건달을 하지 않았다면, 우리는 행복할 수 있었을까?

건달이 되면 멋진 남자로서 폼 나는 삶을 살 수 있을 거란 일념으로, 배신한 선배를 물러나게 하고 마침내 보스의 자리까지 오른 ‘상곤’.
하지만 그 일로 선배를 제낀 후배라는 오명을 쓰게 된다.
형제보다 사랑하는 동생들과 의리를 맹세하고 목숨보다 사랑하는 그녀와 행복까지 꿈꾸지만 매일매일 피바람이 불어대는 지옥과 같은 이 곳에는 건달들의 낭만 따위는 사치처럼 보이는데…
건달들이 개입된 음모와 얽히고설킨 배신 속, 가족과 동생들까지 점점 더 모든 것을 잃을 위기에 처하는 ‘상곤’.

그가 마지막까지 지키고자 했던 것은 무엇이었을까?",박평식|이용철,미화 대신 미담이라니|얼굴도 두껍군
MM1000331098,분노는 말이 없다,,Wrath of Silence,"주먹이 내 답이다!
어느 날 갑자기 사라진 아들 ‘레이’를 찾아나선 광부 ‘장보민’. 하지만 어릴 적 싸우다 혀가 잘려 말을 못하는 터라, 그 과정이 험난하다. 
그러던 와중에 자본가 ‘창 사장’이 이끄는 거대 조직의 사건과 연루된 그. 
과연 아들의 실종엔 어떤 비밀이 숨겨져 있을까?",,
MM1000331282,삽질,,Rivercide: The Secret Six,"잘 살게 해주겠다는 새빨간 거짓말
“4대강 죽이는데 22조 밖에 안 들었습니다!”
세계 어디에도 유례없는 ‘삽질’ 사업 대국민 뒤통수 프로젝트.
대운하를 4대강 살리기로 둔갑시켜 대한민국을 속인 희대의 사기극.
정부가 기획하고 언론이 참여하고 건설 업체가 판 벌린 총 판돈 22조 2000억 원의 도박판.
금강, 영산강, 한강, 낙동강에 나타난 녹조라떼, 60만 물고기 떼죽음, 괴생물체...
4대강 사업으로 돈 잔치가 펼쳐지는 동안 강은 죽어가고 있었다!",박평식|이용철|이화정,"“가장 쿨했다”는 시대의 악취|녹조 라테의 악취, 코를 찌른다|특정 단어를 더 부정적으로 대하게 만든, 언어적으로도 나쁜 놈들"
MM1000331332,영하의 바람,,Sub-zero Wind,"혼자 버려진 12살, 혼자 남겨진 15살, 혼자 사라진 19살, 언젠가는 자신에게도 따뜻한 바람이 불어오길 바라는 ‘영하’의 일기",박평식|이용철|이화정,"맨살을 파고든 성장기의 칼바람, 꼭꼭 여며주고 싶은 옷깃|제목의 중의성에 골몰했어|차가운 입김으로 마주하다"
MM1000332023,닥터 슬립,,Doctor Sleep,"가장 어두운 악을 깨우는 가장 빛나는 능력!
샤이닝을 먹어라 vs 그들을 막아라

어린시절 아버지가 남긴 트라우마에서 벗어나지 못한 대니는 자신이 가진 샤이닝 능력으로 죽음을 앞둔 이들을 돕는 닥터 슬립으로 불리며 살고 있다.
우연히 누구보다 강력한 샤이닝 능력을 지닌 12살 소녀 아브라 스톤을 만나게 되면서, 샤이닝 능력자들을 먹고 영원한 생명을 이어나가는 트루 낫이라는 비밀조직과 맞서게 되는데…",김현수|허남웅,스티븐 킹과 스탠리 큐브릭의 재조립에 성공하다|큐브릭의 차가운 ‘오버룩’을 킹과 플래너건이 통한 샤이닝으로 불태운다!
MM1000332063,애드 아스트라,,AD ASTRA,"아버지를 영웅이라 믿었다!
미 육군 소령 로이 맥브라이드는 우주의 지적생명체를 찾기 위한 리마 프로젝트를 수행하다 실종된 아버지를 영웅이라 믿으며 우주 비행사의 꿈을 키웠다.
어느 날, 로이는 이상 현상으로 우주 안테나에서 지구로 추락하는 사고를 당하고 인류를 위협할 전류 급증 현상인 이 써지 사태가 자신의 아버지가 벌인 위험한 실험에서 시작되었다는 이야기를 듣게 된다.
믿고 있는 모든 것이 흔들린다!
아버지가 살아 있다는 충격적인 사실과 함께 그를 막아야 한다는 임무를 맡게 된 로이는 우주로 향하게 되는데...
광활한 우주 속에서 나를 만나다...!",김현수|이용철|이주현|장영엽|허남웅,"꿈꾸었을 신화에는 도달하지 못했다|모험의 끝에서 마주한, 자신을 닮은 심연|우주로 향하는 딜레마의 표정이 도달한 곳은|인간 내면이라는 거대한 우주의 항해일지|침착하게 응축된 에너지를 폭발시키는 SF 심리드라마"
MM1000332142,시빌,,Sibyl,"당신의 본능을 뒤흔들 가장 격렬하고 매혹적인 드라마! 
심리치료사 ‘시빌’은 오랜 고민 끝에 소설을 쓰기로 다짐하고 모든 환자들을 정리하던 중, 유망한 여배우 ‘마고’의 전화를 받는다. 
‘마고’의 요청을 거절하지 못한 ‘시빌’은 그녀의 이야기를 통해 점차 자신의 내면에 숨겨두었던 과거와 강렬한 감정들을 마주하게 된다. 
시간이 흐를수록 ‘마고’의 삶에 더욱 깊게 개입하며 그녀의 감정에 몰입하게 된 ‘시빌’은 불현듯 걷잡을 수 없는 상황 속에 놓이게 되는데… ",김현수|이용철,"직업상 이러면 안되지만, 제목에 점 하나 더하고 싶었다|현실과 환상 사이, 선을 넘는 사람들"
MM1000332163,아빠는 예쁘다,,Dad Is Pretty,"집에선 투명인간, 회사에선 동네북 신세 만년과장 ‘덕재’는 영업실적을 위해 모두가 기피하는 ‘하와이 클럽’을 찾게 되고, 그곳에서 여자보다 더 예쁜 매니저 ‘승준’을 만난다. 
별난 조건부 계약을 내건 ‘승준’ 때문에 ‘덕재’는 ‘하와이 클럽’으로 매일 출근하게 되고, 가족들은 모르는 수상한 비밀이 생기기 시작하는데… 
셔츠에 묻은 화장, 주머니 속 립스틱…? 
아빠, 도대체 어디서 뭘 하는 거야?!",박평식|이용철|이화정,슬퍼하기엔 너무 어색해|아버지를 얼마나 알고 사는걸까|잃어버린 표정을 찾는 시도
MM1000332880,어웨이크너: 히어로의 탄생,,The Awakener,"부패 정치인 처단을 위한, 맞춤형 히어로의 탄생!

의문의 사고로 사랑하는 딸 ‘알리시’를 잃은 특수 경찰 ‘미게우’. 그의 분노는 딸의 죽음의 배후인 부패 정치인들로 향한다. 
그리고 부패 세력의 꼭지점인 ‘안드루 고메스’ 회장의 대선 출마로 이 싸움은 극으로 치닫는데..

오늘도 난 정의를 위해, 복면을 쓰고 밤거리로 나선다! ",,
MM1000333080,극장판 타오르지마 버스터-블랙어썰트의 귀환,,The Return of Dark Assault,"시도 때도 없이 항상 불타오르는 지구 정복 용병 티버스터와 엑스버스터!!
평화롭던 지구 생활을 즐기던 어느 날, 우주 용병 회사 EXIT의 긴급 소환 명령!!
우주로 돌아갈 팀을 가리는 운명을 건 대결이 시작된다.
한편, 우주 전설이라 불리던 ‘블랙어썰트’가 지구에 돌아온다.
그리고 그를 뒤쫓는 우주해적단과 버스터 용병들의 피할 수 없는 대격돌이 펼쳐진다!",,
MM1000333362,신의 한 수: 귀수편,,The Divine Move 2: The Wrathful,"""세상은 둘 중 하나야 놀이터가 되던가, 생지옥이 되던가”
바둑으로 모든 것을 잃은 아이 ‘귀수’
유일하게 기대던 스승 허일도마저 잃고 홀로 살아남아 세상을 향한 복수를 계획한다.
운명의 선택은 神의 놀음판에 있다!
자신을 사지로 내몬 냉혹한 내기바둑판으로 뛰어든 귀수(권상우)는 전국을 돌아다니며 귀신 같이 바둑을 두는 자들과 대결을 펼치는데…
 
사활을 건 대결!
신의 한 수를 다시 두시겠습니까?",김성훈|박평식,"만취한 선무당이 칼부림하듯|바둑이면 바둑, 액션이면 액션, 전편보다 영리하다"
MM1000333433,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,,Rascal Does Not Dream of a Dreaming Girl,"하늘과 바다가 반짝이는 마을 ""후지사와""에 사는 고등학생 아즈사가와 사쿠타는
같은 학교 선배이자 연인인 사쿠라지마 마이와 설레는 일상을 보내고 있다.
하지만 어느 날 첫사랑인 마키노하라 쇼코가 등장하면서 그 일상은 완전히 뒤바뀌어 버린다.
알 수 없는 이유로 '중학생'과 '어른', 두 명이 존재하는 쇼코와 부득이한 동거를 하면서 사쿠타와 마이의 관계가 삐걱거리기 시작한다.
그러던 중 '중학생 쇼코'가 위중한 병을 앓고 있다는 것을 알고
사쿠타의 가슴 흉터는 다시 벌어지는데...",,
MM1000333615,너의 여자친구,,My Bossy Girl,"내 평화로운 일상에 훅! 하고 들어온 그녀. 사회성 제로 로봇남 X 
인내심 제로 직진녀의 백발백중 로코맨스! 눈만 마주쳐도 설레는 썸이 시작되는 대학교 축제날. 
자칭 공대 브레인 어벤져스, 현실은 모태솔로 9888일째 3인방의 로봇 동아리는 썰렁하기만 하고…
이때 소심한 어딘가 허술하고 ‘휘소’ 앞에 난데없이 들이닥친 직진녀 ‘혜진’. 글로 배우고 너튜브로 배운 연애세포들이여, 
드디어 때가 왔다! 올겨울엔 솔로 탈출, 할 수 있을까?",박평식,농경사회 데이트 수준
MM1000334030,어메이징 그레이스,,Amazing Grace,"환희, 열정, 전율! 
영혼을 다독이는, 소울의 여왕 아레사 프랭클린 전설의 녹음 실황!

전 세계 최고 판매량으로 기네스북 등재된
소울의 여왕 아레사 프랭클린의 ‘어메이징 그레이스’ 녹음 현장!
최고의 뮤지션들이 아닌 남부 캘리포니아 지역 성가대와 
함께한 관객들이 만들어내는 기적의 89분!",박평식|이용철,몸이야말로 최고의 악기|폭발한다! 목소리가 은총이다
MM1000334196,카센타,,NAILED,"파리 날리는 국도변 카센터를 운영하는 재구와 순영 부부(박용우, 조은지).
어느 날부터 타이어가 펑크 난 차량이 부쩍 늘어나게 되고 재구는 이것이 인근 공사현장을 오가는 트럭에서 떨어진 금속 조각 때문인 걸 알게 된다. 
순간 재구는 떨어진 금속 조각과 펑크 난 타이어 그리고 주머니를 채운 지폐를 보며 기발하고 수상한 계획을 세우게 된다.
재구는 계획적으로 도로에 금속 조각을 뿌려 타이어 펑크를 유도하고, 펑크 난 차들이 카센타에 줄을 이으며 돈을 벌게 된다. 
남편의 수상한 영업을 몰랐던 순영은 처음에는 말리지만 수중에 돈이 쌓이자 더 적극적으로 계획에 동참하며 도로에 못을 박자고 제안을 하게 되는데…
빵.꾸.환.영.
한밤중, 이들의 생계형 범죄 영업이 시작된다!",이용철|이화정,"사건과 심리의 팽팽한 이중교직|이런 데뷔, 반갑다"
MM1000334278,오피셜 시크릿,,Official Secrets,"국가의 일급기밀이 유출되었다
1. 정보부 요원의 폭로
도청으로 전 세계 정보를 수집하는 영국 정보부 요원 캐서린 건.
국민을 속이려는 국가의 일급기밀을 알게 되고 고민 끝에 용기 있는 선택을 한다.

2. 주간지 기자의 특종
정부를 지지하는 신문사의 기자 마틴 브라이트.
비밀리에 받은 엄청난 제보에 대한 집요한 취재를 하고 마침내 국가가 숨기려는 추악한 진실을 세상에 알린다.
 
3. 인권 변호인의 변호
인권 변호단 ‘리버티’의 변호사 벤 에머슨.
불법 첩보작전을 폭로해 기소 위기에 처한 캐서린 건을 도와 국가를 상대로 목숨 건 변호를 시작한다.

정의를 위해, 진실을 위해 국가를 배신한 사람들
유죄인가? 무죄인가?",이용철,가장 쉬운 행동이 가장 어려운 행동이다
MM1000334281,허슬러,,Hustlers,"세상을 향한 그녀들의 미친 한방!
""룰대로만 사는 사람은 손해만 봐”
가진 자들만이 돈을 불리며 판을 치는 세상, 권력과 돈이면 모든 것을 살 수 있다는 그들에게 필요한 건 화끈한 한.방!
외모, 두뇌플레이 모두 갖춘 그녀들이 은밀히 움직이기 시작하는데...
세상을 향한 그녀들의 통쾌한 한방!
지금부터가 진짜 시작이다! ",김혜리,"스트립 클럽을 닮은 세상, 세상을 벗겨먹는 댄서들"
MM1000334357,삼촌,,The Uncle,"식물 같던 내 일상에, 삼촌이 찾아왔다.
심리적 외상으로 침대 밖을 벗어날 수 없는 19세 소녀 잎새의 삶은 식물 그 자체이다.
하루하루를 지옥이란 일상 속에 살아가던 그녀의 집에 어느 날, 낯선 사내가 찾아온다.
자신을 삼촌이라 밝히는 그의 존재가 새로운 보호자일지, 또 다른 포식자인지 알 수 없는 잎새.
먹고 먹히는 생태계 속에서 식물과도 같은 존재인 잎새는 과연 침대 밖을 벗어날 수 있을까…",,
MM1000334370,아직 사랑하고 있습니까?,,HOW TO LIVE IN THIS WORLD,"의리로 사는 10년 차 부부 ‘연경’과 ‘영욱’
빨간 불 들어온 그들 사이에 색(!)다르게 사는 이들이 끼어들었다!

본능대로 사는 남자 ‘민식’ & 즐기면서 사는 여자 ‘재순’ & 참지 않고 사는 여자 ‘혜인’ 
‘연경’과 ‘영욱’의 무미건조한 결혼 생활은 그들과의 짜릿한 일탈로 살(!) 맛을 찾아가는데…",박평식,수렵사회 짝짓기 수준
MM1000334683,더 보트,,THE BOAT,"표류된 보트, 배가 살아있다.
죽음의 항해가 시작된다!

한 발짝도 내딛을 수 없는 거대한 바다. 표류중인 요트를 발견하고 올라타는 남자. 
인기척도 통신도 두절된 저절로 움직이는 배에 갇힌다. 
배가 살아있다. 
탈출구가 없다. 
살아남기 위한 필사의 표류가 시작된다. 
  
목숨을 건 승선을 환영합니다!",,
MM1000334690,인투 더 애쉬,,Into the Ashes,"""법이 있기에 우리가 야만인이 아닌 거야!"" VS ""법이라면 저처럼 안 했겠죠!""

불량배 슬론, 찰리와 함께 어울리며 떳떳하지 못한 일을 하던 닉은 과거를 청산하고, 보안관의 딸 타라와 결혼한 뒤 조용한 삶에 정착한다. 
정직한 직업과 사랑스런 아내, 닉은 자신의 어두운 과거에서 완전히 탈출했다고 믿는다.

그러던 어느 날, 닉이 친구 샐과 사냥 여행을 떠난 사이, 그가 버렸던 슬론과 찰리가 보복하러 닉의 집에 찾아간다. 
그 둘의 손에 그 무엇보다 소중한 것을 잃은 닉은 범죄를 막아야하는 보안관 장인의 감시를 피해 직접 복수하러 나선다.",,
MM1000334701,1 더하기 3,,Three Husbands,"멈추지 않는 성욕과 사랑하는 세 명의 남편을 위해, 선상에서 밤낮 없이 몸을 파는 여인 무이. 
결코 마르지 않은 그녀의 샘, 그리고 이를 탐한 세 남자의 운명은 과연 어디로 흘러갈까?",,
MM1000334787,크롤,,CRAWL,"초대형 허리케인, 최상위 포식자 식인 악어떼...
안도 밖도 안전한 곳은 없다!

시속 250km로 전진하면서 지상의 모든 것을 집어삼키는 강력한 허리케인이 플로리다를 강타한다. 
헤일리는 대피 명령을 무시하고 연락두절이 된 아버지를 찾아 집으로 향한다. 
지하실에서 심한 부상을 입고 쓰러진 아버지를 발견하고 빠져나가려던 찰나, 점차 불어난 홍수와 함께 나타난 최상위 포식자 악어와 집안에 갇히게 되는데…",박평식|이용철|임수연,눈치껏 깨무는 게 함정|아야는 물을 보면 물어뜯는 상상만 하는 모양|작지만 알차다. 재밌으니 믿고 보세요
MM1000334892,"오늘, 우리",,"Today, Together","사랑도 헤어짐도 어려운 지은, 날 위한 하루를 원하는 민정, 평범한 삶을 위해 고군분투하는 수진, 이해할 수 없는 상황에 놓인 혜리와 민영까지.. 
어제와 오늘, 그리고 내일을 살아가고 있는 우리들의 짧은 4가지 이야기",김혜리|이용철|이화정,"소재, 연출, 연기, 구성, 의도가 모두 좋은 단편 맛집|쉽게 울지 않는 여자들이 눌러쓴 일기. 배우 이상희에게 갈채를.|좋아하는 단편들, 순서는 뒤집었으면"
MM1000335054,블랙 머니,,BLACK MONEY,"고발은 의무! 수사는 직진!
할말은 하고 깔 건 깐다!
일명 서울지검 ‘막프로’! 
검찰 내에서 거침없이 막 나가는 문제적 검사로 이름을 날리는 ‘양민혁’은 자신이 조사를 담당한 피의자가 자살하는 사건으로 인해 하루 아침에 벼랑 끝에 내몰린다. 
억울한 누명을 벗기 위해 내막을 파헤치던 그는 피의자가 대한은행 헐값 매각사건의 중요 증인이었음을 알게 된다.

근거는 의문의 팩스 5장! 자산가치 70조 은행이 1조 7천억원에 넘어간 희대의 사건 앞에서 ‘양민혁’ 검사는 금융감독원, 대형 로펌, 해외펀드 회사가 뒤얽힌 거대한 금융 비리의 실체와 마주하게 되는데…

대한민국 최대의 금융스캔들, 사건은 아직 끝나지 않았다!",박평식|이화정|허남웅,"시의적절, 맹렬한 추적과 증언|영화를 통해 날리는 돌직구 비판|한국 사회의 검은 우물 속에 뛰어들어 정화하려는 노력"
MM1000335520,로빈: 살인자의 유혹,,Robin,"나체의 여성, 잔혹한 살인 사건, 그리고 드러나는 진실
2019년 가장 매혹적인 에로틱 스릴러가 온다!
인적이 드문 숲속 한가운데, 실오라기 하나 걸치지 않은 여성이 발견된다.
그녀의 이름은 ‘로빈’. 
로빈은 숲속에서 발생한 살인 사건을 직접 목격했다고 주장하지만, 그녀의 이야기를 증명하는 어떠한 단서도 발견되지 않는다. 
계속되는 사람들의 외면에 점차 이성을 잃어가는 로빈은 자신을 이 사건의 다음 희생자라고 확신하고,
나 홀로 범인을 찾기 위한 위험한 선택을 결심하는데...",,
MM1000335674,더 하우스,,,"가장 행복해야 할 그곳, 끔찍한 기억들이 찾아온다!
첫 아기의 출산을 위해 고향의 별장을 찾은 ‘준의’와 ‘비루’ 
출산의 희망도 잠시, ‘준의’는 과거 별장에서의 추억이 떠오르면서 갑자기 사라진 첫사랑 ‘지희’ 생각에 괴로워한다.
한편, ‘비루’는 집에서 낯선 사람들의 흔적들을 발견하고, 점점 그녀에게 이상한 일들이 생기기 시작하는데…
 
“우리 집에… 누군가 있는 것 같아..!”",,
MM1000335709,좀비랜드: 더블 탭,,Zombieland: Double Tap,"좀비로 세상이 망한지 10년, 
자신들만의 재능을 발휘하고 생존 규칙을 지키며 여전히 꿋꿋하게 살아가고 있는 희한한 가족 탤러해시, 콜럼버스, 위치타, 리틀록.
하지만 ‘좀비랜드’에 더욱 진화한 좀비가 나타나고 이들은 새로운 인간 생존자들과 함께 사투를 시작하는데…

생존규칙#5 확인사살, 
생존규칙#4 창의력 발휘, 
생존규칙#3 깔끔한 뒷처리,
생존규칙#2 주차실력,
생존규칙#1 개념 무탑재

그들만의 생존규칙을 화끈하게 해치운다!",김소미|김현수|이용철,"아무렴, TV에서 노는 좀비들과 격이 달라|좀비 대 히피의 황당한 대결, 건재한 재결합이 빛난다|피칠갑 액션과 유머가 두배"
MM1000335736,아스테릭스: 마법 물약의 비밀,,Asterix: The Secret of the Magic Potion,"마법 물약이 지켜 온 왕코족 마을의 대위기!
‘마법 물약 레시피’가 사라졌다?!

마을의 히어로 ‘아스테릭스’는 마시면 슈퍼 파워가 생기는
마법 물약이 다 떨어지자 마법 물약의 레시피를 찾는 동시에
대마법사의 후계자를 찾아 모험을 떠난다.
아스테릭스는 모험에서 만난 꼬마 소녀 ‘펙틴’을 후계자로 점찍는데…
한편, 악당 ‘데모닉스’ 역시 자신의 제자를 이용해
마법 물약 레시피를 훔칠 계획을 세운다!

과연 마법 물약 레시피를 만들 진짜 후계자는 누구~?",,
MM1000335764,나를 찾아줘,나를 찾아줘(2019),Bring Me Home,"6년 전 실종된 아들을 봤다는 연락을 받은 정연.
숱하게 반복되던 거짓 제보와 달리 생김새부터 흉터까지 똑같은 아이를 봤다는 낯선 이의 이야기에 정연은 지체 없이 홀로 낯선 곳으로 향한다.
하지만 자신의 등장을 경계하는 듯한 경찰 홍경장과 비슷한 아이를 본 적도 없다는 마을 사람들. 
그들이 뭔가 숨기고 있음을 직감한 정연은 포기하지 않고 진실을 찾기 시작하는데…

6년 전 사라진 아이, 그리고 낯선 사람들, 모두가 숨기고 있다",김현수|이화정|허남웅,그 엄마의 곁엔 아무도 없다|끝까지 따라가 보여준 얼굴들. 집요하거나 위험하거나|자극해서 찾을 수 있는 건 분노한 감정뿐
MM1000336051,러브 앳,,Love at Second Sight,"이 사랑을 기억하니?	
#어느 날, 눈 떠보니 평행세계! 
아내 ‘올리비아’와 다투고 만취 상태로 잠에서 깨어난 ‘라파엘’은 평소와 다름을 느낀다. 같은 듯 다른 세상. 
베스트셀러 스타 작가로서의 삶은 간데없고 중학교 선생님이라고! 
베프 ‘펠릭스’는 탁구광이 되어 있고 결정적으로!! 아내 ‘올리비아’는 자신을 아예 모른 채 유명 피아니스트로 살고 있다. 
  
#이 사랑을 기억하니? 
평행세계로 오게 된 원인이 운명적 사랑이었던 ‘올리비아’와의 관계가 소원해졌기 때문이라고 생각한 ‘라파엘’은 
다시 그녀의 사랑을 얻으면 현실세계로 돌아갈 수 있다고 믿고 다가가지만 그녀 곁엔 모든 게 완벽한 ‘마크’가 버티고 있다. 
이 세계에서 유일하게 자신을 믿어주는 친구 ‘펠릭스’의 도움으로 그녀의 마음을 공략할 기회를 얻게 되는데… 
  
과연, 그들은 다시 사랑할 수 있을까?",,
MM1000336070,드래곤 빌리지,,Family of Mischief,"드래곤의 비밀을 찾아 떠나는 신나는 모험!

평화로운 어느 날, 전설 속 드래곤이 나타나
마을들을 엉망진창으로 만들어 버린다.

이 틈을 타 마을의 모든 친구들을 납치한
고집불통 심술쟁이 고블린 왕!

고블린과 싸워서 이길 수 있는 유일한 방법은
바로 드래곤의 비밀을 찾는 것!

남은 주민들은 친구들을 구하기 위해
드래곤을 찾으러 함께 마법의 숲으로 떠나는데…",,
MM1000336079,헤로니모,,Jeronimo,"2015년 12월
낯선 땅 쿠바에서 재미교포 변호사 전후석이 만난 꼬레아노 이야기
체 게바라, 피델 카스트로와 어깨를 나란히 한 쿠바 혁명의 주역이자 쿠바 한인들의 정신적 지주 헤로니모.
쿠바 한인들과 매 끼니 쌀 한 숟가락씩 모아 대한민국임시정부에 독립 자금을 보낸 독립운동가, 헤로니모의 아버지 임천택.
조국의 땅을 밟아본 적 없는 그들이 100년 넘게 이어 온 꼬레아노의 정신.
 
이제, 다큐멘터리 감독 전후석이 전하는 그들의 꿈이 스크린에 펼쳐집니다.",박평식,"혁명가이자 애국자, 무엇보다 자유인"
MM1000336086,그날은 오리라,,Our Time Will Come,"“작전 실패하지마, 그리고 승리 후에 봐!”
1941년, 일본군이 홍콩을 점령하기 시작한 어느 날, 일본의 탄압과 무력에 맞서 나라를 구할 8백여명의 학자와 문화인들을 구출해야 하는 임무가 주어진다!
이에 삶과 가족, 그리고 민족을 위해 위험한 임무에 뛰어든 숨은 영웅들의 고결한 희생이 시작되는데…",이용철,역사를 맑고 기품 있게 기억하다
MM1000336287,산타 앤 컴퍼니,,Christmas & Co,"세상 물정 1도 모르는 산타의 좌충우돌 크리스마스 대소동!
순록과 대화가 통하지만 아이들과는 대화가 통하지 않고, 스노우 보드는 탈 줄 알지만, 노크는 할 줄 모르는 이상한(?) 산타! 
크리스마스를 코앞에 두고, 9만 2천 명의 요정들이 모두 쓰러져 버렸다! 
울며 겨자 먹기로 인간 세상에 내려간 산타는 다짜고짜 비타민 C 9만 2천 개를 달라고 하는데… 
과연 그에게는 무슨 일이 일어난 것일까?",박정원|박평식,어른들을 위한 크리스마스 동화|정신 사납게 귀엽군
MM1000336348,블루 마이 마인드,,Blue My Mind,"바다를 닮은 한 소녀의 치명적인 성인식!

마음 둘 곳 없는 외로운 사춘기 소녀 ‘미아’.
어느 날부터 자신의 몸이 인어로 변해감을 알게 된다. 
그녀는 이를 막아보려 애쓰지만 점차 감당할 수 없는 지경에 이르고, 괴로움을 잊고자 일탈 속으로 몸을 내던진다. ",,
MM1000336626,어제 일은 모두 괜찮아,,The Fault Is Not Yours,"수없이 실패하고 아파도… 어제니까 괜찮아!
학교와 가정에서 소외된 지근, 용주, 현정, 수연 네 아이들은 외줄 타기를 하듯 위태로운 나날을 보내고 있다.
그 곁에서 낮에는 학생들을 가르치고, 밤에는 거리에서 아이들과 함께하는 교사 민재는 사실은 지켜주지 못한 아이에 대한 아픈 과거로 지금 함께 있는 학생들에게 더욱 필사적으로 노력한다.
그러던 어느 날, 수연이가 위험에 빠지고 이를 구하려는 지근과 용주가 연락이 두절되며 각자의 운명은 소용돌이치는데…!",박평식|이화정,손을 내미는 방법에 대하여|판박이 설정에 시답잖은 위로
